,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
477,옥수수밥,탕국,새우살케첩볶음,파프리카유자청무침,열무김치,S건포도감자볼,S우유(100ml),소고기상추비빔밥,느타리버섯국,마카로니오이샐러드,empty,깍두기,S채소전,S오렌지주스,찹쌀밥(추가),안매운부대찌개,온두부찜,미역초무침,오이소박이김치
478,팥밥(30),조랭이떡미역국,삼색달걀말이,우엉채곤약조림,단배추물김치,S치즈,S복숭아호두스무디,유부초밥,미니우동,닭살구이,파프리카유자청무침,비트초절이,S사과(50g),S우유(100ml),밤콩밥,부추재첩국,소고기잡채,비름나물,깍두기
479,찹쌀밥(추가),북어국,미트볼피망조림,팽이버섯나물,콜라비나박김치,S오렌지(100g),S고구마쉐이크,해물버섯덮밥,유부실파국,닭살튀김,양상추사과샐러드,오이소박이김치,empty,S수제블루베리우유,수수밥,배추당면국,애호박생선살찜,오이청경채무침,열무김치
480,고구마밥(40),달래된장국,새우살케첩볶음,쑥갓두부무침,얼갈이배추김치,S해물죽,S우유(100ml),소고기카레라이스,홍합살맑은국,연근감자전,상추사과초무침,깍두기,S단호박샐러드(마요네즈),S코코아,찹쌀보리밥,미역냉국,주꾸미채소볶음,열무나물,나박김치
481,수수밥(30),순한김치국,달걀말이,잔멸치볶음,나박김치,S사과(50g),S수제블루베리바나나우유,참치채소볶음밥,숙주맑은국,채소크로켓,으깬견과류고구마샐러드(요거트),총각김치,S치즈스틱,S단호박식혜,찹쌀밥(추가),사골파국,오징어초무침,청경채나물,깍두기
482,팥밥(30),닭곰탕,애호박건새우볶음,고구마순된장무침,단배추물김치,S사과(100g),S수제블루베리우유,소고기굴소스볶음밥,바지락맑은국,닭다리살튀김,맛살양상추샐러드,비트초절이,S채소전,S쌀음료,밤콩밥,도토리묵냉국,동태살엿장조림,팽이버섯부추나물,깍두기
483,수수밥(30),대합국,온두부찜,시금치나물,백김치,S고구마경단,S수제바나나우유,소고기파프리카볶음밥,애호박맑은국,군만두,empty,깍두기,S모카빵,S우유(100ml),찹쌀밥,당근스프,찹쌀탕수육,무몰무침,나박김치
484,잡곡밥(40),닭살숙주국,검정콩조림,취나물무침,나박김치,S바나나(50g),S오렌지주스(무가당),가지채소볶음밥,청경채된장국,단호박해물찜,empty,비트초절이,S달걀부추빵,S수제블루베리우유,찹쌀밥,소갈비탕,감자조림,고구마줄기볶음,깍두기
485,수수밥(30),늙은호박국,감자어묵볶음,브로콜리나물,비트초절이,S당근스틱,S검은깨두유(100ml),돼지고기카레라이스,아욱된장국,모듬버섯전,empty,오이피클,S바나나(50g),S수제딸기우유,콩밥,채소스프,과일소스두부탕수,도토리묵무침,총각김치
486,보리밥(40),조랭이떡미역국,닭살파프리카볶음,고구마순된장무침,깍두기,S바나나(50g),S우유(200ml),돼지불고기덮밥,느타리버섯국,오이토마토샐러드(발사믹드레싱),콩나물무침,나박김치,S달걀부추빵,S오렌지주스,찹쌀밥,모시조개탕,조기구이,애호박볶음,석박지
487,옥수수밥(30),애호박젓국찌개,어묵감자조림,가지양념찜,열무물김치,S대추우유스프,S모닝빵,새우카레볶음밥,달걀파국,군만두,empty,깍두기,S찐고구마,S우유(200ml),잡곡밥(40),버섯육개장,주꾸미채소간장볶음,숙주초무침,나박김치
488,수수밥(30),부추재첩국,두부채소굴소스볶음,고구마순된장무침,비트초절이,S키위(50g),S우유(100ml),해물볶음밥,실파달걀국,군만두,empty,나박김치,S백설기,S수제블루베리우유,찹쌀밥(추가),온도토리묵국,동그랑땡채소조림,브로콜리초무침,깍두기
489,밤밥,어묵맑은국,콩조림,고구마줄기볶음,백김치,S방울토마토(35g),S우유(200ml),팥밥,단호박수제비,소고기육전(찹쌀가루),사과상추무침,깍두기,S우엉주먹밥,S과일연두부스무디,고구마밥(30),김치두부찌개,닭살데리야끼조림,감자채볶음,나박김치
490,수수밥(40),모시조개국,메추리알곤약조림,고구마순된장무침,백김치,S토마토(200g),S떠먹는요구르트(100ml),마파배추덮밥,유부김치국,파인애플탕수육+소스,콘샐러드,비트초절이,S사과(50g),S수제블루베리우유,찹쌀밥,다진소고기콩나물국,새우살달걀찜,느타리버섯당근볶음,열무김치
491,팥밥(40),대구살맑은국,장산적조림,참나물겉절이,나박김치,S방울토마토(35g),S수제블루베리우유,닭살카레밥+양념장,배추당면국,감자고로케,오이샐러드,깍두기,S치즈게살죽,S쌀음료,밤콩밥,무된장국,돼지고기구이,돌나물유자청무침,깍두기
492,찹쌀밥(30),느타리버섯국,두부채소굴소스볶음,시금치나물,나박김치,S바나나(50g),S두유(100ml),크림소스스파게티,우동국물,감자그라탕,파프리카유자청무침,비트초절이,S백설기,S수제블루베리우유,옥수수밥,소고기콩나물국,맛살채소볶음,미역초무침,열무물김치
493,밤콩밥(30),콩나물국,미트볼조림,김구이,깍두기,S감말랭이,S쌀음료,소고기잡채덮밥,실파맑은국,만두탕수,empty,비트초절이,S방울토마토(35g),S우유(200ml),완두콩밥(40),김치어묵국,고등어조림,느타리버섯나물,백김치
494,옥수수밥(40),온청포묵국,두부채소굴소스볶음,콩자반,나박김치,S바나나(50g),S우유(100ml),소고기채소볶음밥,팽이버섯맑은국,연근채소전,양배추샐러드(레몬드레싱),비트초절이,S찐감자,S식혜,찹쌀밥,단배추된장국,소고기동그랑땡전,열무나물,열무물김치
495,팥밥(30),곤약어묵국,건새우애호박볶음,양념가지찜,나박김치,S바나나(50g),S떠먹는요구르트(100ml),닭살채소볶음밥,맑은장국,오징어부추전,empty,비트초절이,S찐고구마,S우유(100ml),찹쌀밥,매생이홍합국,떡갈비피망조림,콩나물무침,총각김치
496,잡곡밥(30),실파콩나물국,달걀새송이장조림,참나물겉절이,열무김치,S송편,S토마토주스,새우편마늘볶음밥,맑은가쓰오부시장국,돼지고기짜장볶음,empty,비트초절이,S고구마샐러드(마요네즈),S우유미숫가루,고구마밥,유부팽이국,감자돼지갈비찜,깻잎새콤무침,나박김치
497,수수밥(30),애호박맑은국,가자미살구이,고구마순된장무침,석박지,S찐고구마,S우유(100ml),오므라이스,미니유부우동,파프리카유자청무침,empty,깍두기,S백설기,S수제바나나우유,찹쌀밥,버섯샤브샤브,해물부추전,연근흑임자샐러드,총각김치
498,팥밥(30),느타리버섯국,미트볼피망조림,콩나물무침,열무물김치,S찐감자,S우유(100ml),소고기김주먹밥,미니우동,아욱건새우전,empty,비트초절이,S팥죽,S미숫가루,밤콩밥,바지락된장국,주꾸미채소간장볶음,팽이버섯나물,나박김치
499,밤콩밥(30),만두국,감자조림,애호박볶음,깍두기,S바나나(50g),S우유(100ml),곤드레나물밥+양념장,두부된장국,동태살전,열무나물,깍두기,S토마토두부샐러드,S수제바나나우유,찹쌀팥밥,김치맑은국,닭갈비구이,청경채초무침,백김치
