,Category,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (BetaCarotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"숙주나물, 데친것",채소류,12,2.2,0.2,1.4,0,12,0.9,5,0,25,0.05,0.06,10,0,0
"숙주나물, 찐것",채소류,16,1.96,0.11,2.9,1.7,16,0.32,4,0,24,0.051,0.103,5.04,24.89,36.58
"순무, 전체, 생것",채소류,27,1.5,0.09,5.65,2.7,99,0.93,59,0,671,0.061,0.158,4.31,13.27,31.9
"순무, 전체, 데친것",채소류,28,1.32,0.09,6.04,2.2,62,0.64,25,0,296,0.045,0.068,8.69,13.7,37.55
"순무, 뿌리, 생것",채소류,30,1.1,0.07,6.88,2.5,40,0.55,46,0,0,0.126,0.053,3.89,13.59,15.76
"순무, 뿌리, 데친것",채소류,33,1.28,0.09,7.51,2.2,35,0.31,47,0,0,0.037,0.055,20.77,19.62,31.79
"순무, 염절임",채소류,23,1,0.2,4.9,1.9,48,0.3,1100,0,0,0.02,0.03,19,24,80
"순무, 잎, 생것",채소류,21,2.05,0.17,4.14,3,197,1.14,68,0,706,0.012,0.118,3.91,15.86,83.86
"순무, 잎, 데친것",채소류,20,1.58,0.18,4.17,3.1,157,0.94,26,0,1633,0.042,0.039,27.11,16.28,99.03
"순무, 잎, 염절임",채소류,29,2.3,0.2,6,3.6,240,2.6,910,0,1200,0.07,0.19,44,8,56
"스테비아, 생것",채소류,40,2.4,0.32,8.71,5.4,200,1.23,1,0,3189,0.034,0.273,3.32,47.92,152.68
"스테비아, 말린것",채소류,303,14.2,2,70.5,63,736,38.9,111,0,0,0.76,1.22,0,0,0
"시금치, 생것",채소류,33,3.1,0.5,6,0,40,2.6,54,0,2876,0.12,0.34,60,0,0
"시금치, 데친것",채소류,23,3.4,0.1,3.8,0,48,2.2,11,0,1496,0.02,0.12,40,0,0
"시금치, 노지, 생것",채소류,29,4.15,0.43,4.37,3.2,59,2.73,20,0,7051,0.161,0.236,50.44,47.08,205.78
"시금치, 노지, 데친것",채소류,37,4.78,0.79,5.2,3.6,81,1.31,13,0,7670,0.078,0.167,43.81,83.48,420.81
"시금치, 포항초, 생것",채소류,35,3.56,0.46,6.17,3.3,106,3.93,20,0,5042,0.196,0.198,66.45,55.33,196.88
"시금치, 포항초, 데친것",채소류,34,4.19,0.63,5.17,3.7,90,1.54,57,0,5506,0.106,0.14,50.98,81.16,301.1
"시금치, 하우스, 생것",채소류,27,2.6,0.33,5.1,2.9,42,1.22,37,0,4979,0.048,0.157,43.7,35.87,154.8
"시금치, 하우스, 데친것",채소류,32,3.01,0.49,5.82,3.4,51,0.85,31,0,6206,0.068,0.113,36.97,58.56,243.63
"시금치, 섬초, 생것",채소류,24,3.11,0.34,3.72,3.1,59,2.06,16,0,3585,0.094,0.174,43.91,46.33,152.44
"시금치, 섬초, 데친것",채소류,32,4.12,0.55,4.81,3.2,122,3.45,15,0,4161,0.087,0.142,42.35,70.53,271.49
"신선초(명일엽), 생것",채소류,24,1.08,0.14,5.66,2.8,158,1.33,31,0,1353,0.013,0.116,15.45,39.71,36.89
"쌈추, 생것",채소류,25,3.07,0.23,4.29,3.2,129,2.57,29,0,3238,0.03,0.2,28,16.18,126.57
"쌈추, 싸미나, 생것",채소류,20,2.7,0.3,3,0,134,2,53,0,3460,0.09,0.13,93,0,0
"쌈추, 홍쌈추, 생것",채소류,24,3.54,0.27,3.57,2.6,234,6.19,43,0,3754,0.107,0.207,39.43,34.47,141.98
"쑥, 생것",채소류,37,3.4,0.38,7.04,5.9,109,8.14,3,0,4153,0.028,0.378,6.57,77.59,188.9
"쑥, 말린것",채소류,272,25.8,2.05,53.8,44.4,944,78.15,39,0,3512,0.465,1.29,0,314.95,637.89
"쑥, 데친것",채소류,39,3.71,0.63,6.79,6,111,1.57,3,0,4144,0.09,0.145,2.61,143.03,350.49
"쑥, 사자발쑥, 생것",채소류,56,2.6,0.5,12.7,4.9,58,4,3,0,220,0.31,0.17,89,0,0
"쑥, 사자발쑥, 데친것",채소류,55,1.9,0.3,13.3,0,116,3.1,13,0,327,0.17,0.07,26,0,0
"쑥갓, 생것",채소류,15,1.93,0.17,2.35,2.4,91,0.79,145,0,2472,0.029,0.088,10.4,40.3,83.92
"쑥갓, 데친것",채소류,21,2.1,0.3,3.8,2.9,109,0.62,135,0,3251,0.006,0.059,5.46,63.66,158.07
"쑥부쟁이, 생것",채소류,26,2.92,0.72,3.53,3,68,1.26,1,0,1718,0.163,0.207,9.47,53.59,118.02
"씀바귀, 생것",채소류,43,2.9,0.4,9.2,0,74,1.1,36,0,1832,0.16,0.31,7,0,0
"씀바귀, 데친것",채소류,31,2.6,0.2,6.3,0,81,0.8,19,0,1593,0.14,0.09,2,0,0
"씀바귀, 뿌리, 생것",채소류,71,2.54,0.13,16.24,4,33,1.57,3,0,8,0.063,0.181,4.3,62.44,13.73
"아스파라거스, 생것",채소류,15,1.9,0.1,2.8,0,22,0.5,4,0,321,0.12,0.13,5,0,0
"아스파라거스, 데친것",채소류,23,3.1,0.1,4.2,0,3,1.2,1,0,324,0.11,0.14,59,0,0
"아스파라거스, 통조림",채소류,14,1.1,0.1,3,0,14,12,387,0,0,0.02,0.08,6,0,0
"아스파라거스, 그린아스파라거스, 생것",채소류,15,2,0.1,2.6,0,24,0.6,15,0,0,0,0,13,0,0
"아스파라거스, 하얀색, 생것",채소류,21,1.85,0.53,3.51,1.9,11,0.21,0,0,0,0.169,0.029,2.56,49.13,4.28
"아욱, 생것",채소류,37,3.08,0.31,7.64,4.5,267,0.57,37,0,3900,0.171,0.488,41.21,34.5,170.08
"아욱, 데친것",채소류,31,3.52,0.49,5.2,3.9,178,0.68,17,0,4252,0.11,0.352,27.82,37.37,335.9
"아이비카, 닥풀, 말린것",채소류,260,27.7,4.4,43.7,0,285,0.5,0,0,671,0.03,0.22,1,0,0
"아주까리, 순, 말린것",채소류,287,36.8,3.1,48,0,1128,25.1,50,0,1868,0.47,0.82,115,0,0
"아주까리, 잎, 생것",채소류,82,5.8,0.5,17.8,0,661,4,7,0,49,0.31,0.53,244,0,0
"아티초크, 생것",채소류,47,3.27,0.15,10.51,5.4,44,1.28,94,0,8,0.072,0.066,11.7,0,0
"아티초크, 삶은것",채소류,53,2.89,0.34,11.95,5.7,21,0.61,60,0,8,0.05,0.089,7.4,0,0
"아티초크, 냉동",채소류,38,2.63,0.43,7.75,3.9,19,0.5,47,0,0,0.058,0.14,5.3,0,0
"아티초크, 냉동, 삶은것",채소류,45,3.11,0.5,9.18,4.6,21,0.56,53,0,7,0.062,0.158,5,0,0
"알로에, 과육, 생것",채소류,3,0.1,0,0.7,0.4,14,0.2,13,0,2,0.06,0.11,5,0,0
알로에 음료,채소류,40,0,0,11.09,0.7,58,0.11,20,0,0,0,0,6.7,0.48,0
"알팔파, 싹, 생것",채소류,21,3.53,0.2,3.14,2.6,19,1.01,5,0,30,0.128,0.197,1.85,75.28,20.86
"양배추, 생것",채소류,33,1.68,0.08,7.92,2.7,45,0.27,8,0,13,0.035,0.033,19.56,15.55,30.38
"양배추, 데친것",채소류,32,1.71,0.12,7.56,2.4,43,0.31,7,0,23,0.111,0.035,40.26,23.09,56.49
"양배추, 찐것",채소류,32,1.68,0.12,7.41,2.3,41,0.3,6,0,24,0.097,0.041,29.19,22.06,54.53
"양배추, 적양배추, 생것",채소류,41,2.13,0.21,9.53,4.7,29,0.5,7,0,14,0.08,0.085,14.57,42.06,77.07
"양배추, 적양배추, 싹, 생것",채소류,39,3.38,1.77,4.6,3.4,59,1.15,8,0,198,0,0.3,31.92,302.35,251.03
"양배추 샐러드, 코울슬로",채소류,153,0.95,9.91,14.89,1.9,30,0.22,203,28,0,0.026,0.02,14.6,4979,279
"양상추, 생것",채소류,18,0.6,0,4.6,1.5,15,0.4,2,0,78,0.19,0.02,0,0,0
"양상추, 적양상추, 생것",채소류,18,1.51,0.22,3.49,2.4,61,0.65,0,0,2553,0,0.099,1.92,43.23,121.36
"양파, 생것",채소류,27,0.95,0.04,6.68,1.7,15,0.2,3,0,2,0.035,0.011,5.88,17.4,0.96
"양파, 말린것",채소류,340,11.7,1,78,0,36,1.9,7,0,0,0.31,0.26,32,0,0
"양파, 데친것",채소류,27,0.84,0.04,6.93,1.5,13,0.19,3,0,3,0.029,0.013,6.49,15.65,1
"양파, 중국산, 생것",채소류,30,0.9,0.1,7,0,10,0.3,2,0,0,0.06,0.02,17,0,0
"양파, 자색 양파, 생것",채소류,30,0.75,0.02,7.77,1.5,16,0.18,1,0,0,0.049,0.03,0,4.5,0
"양파, 레드프라임, 생것",채소류,37,0.46,0.63,8.56,2.8,9,0.18,0,0,0,0.066,0.003,3.39,18.94,7.98
"양파, 썬파워, 생것",채소류,32,0.52,0.47,7.38,1,12,0.08,0,0,0,0.159,0.003,3.51,14.31,0.54
"양파, 샬롯, 생것",채소류,80,2.28,2.54,14.84,0,6,0.48,0,0,0,0.133,0.01,3.76,25.43,0.89
"양파링, 튀김옷, 냉동",채소류,258,3.15,14.1,30.53,1.8,46,0.93,246,0,0,0.1,0.079,4.6,0,0
"양파링, 튀김옷, 튀긴것(튀김옷)",채소류,411,3.86,25.23,43.58,2.7,115,0.78,776,0,2,0.11,0.063,1.4,11338,0
양파 장아찌,채소류,79,1.59,0.05,21.01,2,15,0.47,1442,0,0,0.033,0.021,0.47,26.95,1.63
"양하, 생것",채소류,13,0.6,0.1,2.8,0,15,0,1,0,170,0,0.07,3,0,0
"어수리, 생것",채소류,31,4.4,0.3,5,0,7,6.1,0,0,58,0.02,0.02,0,0,0
"어수리, 잎, 생것",채소류,45,2.4,0.3,10.4,0,299,7.8,16,0,193,0.2,0.27,253,0,0
"얼갈이배추, 생것",채소류,14,1.22,0.08,2.78,2.5,190,0.38,54,0,1492,0.069,0.109,21.84,6.99,42.65
"얼갈이배추, 데친것",채소류,14,2,0.14,2.17,1.1,133,0.36,36,0,1340,0,0.04,13.01,14.21,74.49
"얼갈이배추, 염절임",채소류,15,1.91,0.11,2.5,1,172,0,393,0,1662,0.058,0.124,3.83,9.42,54.88
"얼레지, 뿌리, 말린것",채소류,339,5.6,0.4,83.3,0,486,53,7,0,13,0.34,0.6,13,0,0
"음나무(엄나무, 개두릅), 잎, 생것",채소류,41,6.94,0.67,5.2,4,47,0.9,1,0,2027,0.04,0.527,21.69,287.99,143.34
"음나무(엄나무, 개두릅), 잎, 데친것",채소류,37,7.05,0.75,3.86,3.5,49,0.71,3,0,1809,0.057,0.24,10.61,298.91,216.96
"엉겅퀴, 말린것",채소류,267,22.4,1.6,55.6,0,435,10.8,7,0,226,0.63,1.6,8,0,0
"엉겅퀴, 삶아서 말린것",채소류,279,27.4,2.2,54.2,0,156,10.9,7,0,207,0.41,1.22,6,0,0
"여주(고야), 생것",채소류,22,1.28,0.36,4.48,3.7,15,0.15,0,0,158,0.157,0.044,73.01,3.53,9.48
"연근, 생것",채소류,75,1.63,0.07,17.28,3.3,28,0.8,21,0,0,0.087,0.124,28.35,33.93,6.02
"연근, 데친것",채소류,62,1.07,0.08,14.41,2.8,20,0.29,6,0,0,0.023,0.065,17.32,38.86,6.64
연근 조림,채소류,261,2.1,1.3,60.2,4.3,23,5.4,668,0,13,0.12,0.15,0,0,0
"열대비름(아마란스), 잎, 생것",채소류,45,5.8,0.9,6.5,0,172,2.3,0,0,1859,0.06,0.15,23,0,0
"열무, 생것",채소류,14,2.08,0.21,1.99,1.3,156,1.7,48,0,2698,0.044,0.096,7.25,17.78,111.95
"열무, 데친것",채소류,19,2.69,0.25,2.95,2.8,129,0.74,30,0,3388,0.004,0.07,9.62,23.54,125.74
"염교(락교), 뿌리줄기, 생것",채소류,118,1.4,0.2,29.3,20.7,14,0.5,2,0,0,0.07,0.05,23,74,4
"염교(락교) 장아찌, 초절임",채소류,85,0.6,0.1,20.5,0,5,2,573,0,0,0.01,0.08,6,0,0
"영아자, 생것",채소류,34,2.5,0.1,7.7,0,57,3.1,14,0,1260,0.18,0.61,109,0,0
"영아자, 말린것",채소류,278,23.8,3.1,54.4,0,790,10.6,15,0,630,0.34,2.16,36,0,0
"영아자, 데친것",채소류,36,2.5,0.2,7.8,0,52,1.6,6,0,948,0.08,0.12,91,0,0
"오이, 개량종, 생것",채소류,14,1.22,0.02,3.05,0.7,18,0.2,3,0,61,0.002,0.034,11.25,8.19,6.81
"오이, 겨울살이청장, 생것",채소류,13,0.8,0,3.1,0,18,0.5,3,0,9,0.1,0.02,0,0,0
"오이, 늙은오이, 생것",채소류,9,1.19,0.03,1.71,1.5,17,0.17,5,0,0,0,0.012,0.82,8.68,4.58
"오이, 취청, 생것",채소류,13,1.15,0.03,2.81,0.5,34,0.18,2,0,184,0.036,0.037,1.52,11.04,8.66
"오이 피클, 초절임",채소류,91,0.38,0.12,25.07,2.1,51,0.25,1040,0,141,0.016,0.01,0,24.67,33.4
"오이지, 염절임",채소류,10,0.63,0.12,2.1,1.3,42,0.39,1647,0,7,0.024,0.004,0,30.05,52.12
"오크라, 생것",채소류,30,2.1,0.2,6.6,5,92,0.5,4,0,670,0.09,0.09,11,27,1
"오크라, 데친것",채소류,33,2.1,0.1,7.6,5.2,90,0.5,4,0,720,0.09,0.09,7,21,0
"옥수수, 순, 생것",채소류,40,1.7,0.3,8.2,0,10,0.4,0,0,0,0.17,0.1,22,0,0
"왕호장잎, 생것",채소류,79,4.9,1.6,15.1,0,343,2.9,15,0,9332,0.27,1.42,132,0,0
"우엉, 생것",채소류,69,2.61,0.06,15.29,4.6,46,0.8,6,0,0,0.019,0.11,0.61,27.56,7.22
"우엉, 데친것",채소류,52,1.88,0.09,11.34,5.4,41,0.68,5,0,0,0.019,0.099,1.01,46.71,16.62
"우엉조림, 장조림",채소류,149,2.1,0.3,34.37,4.8,40,0.91,1092,0,4,0,0,0.11,127.04,14.44
"울금, 뿌리줄기, 생것",채소류,87,1.79,2.56,15.73,3.1,16,0.6,11,0,0,0.075,0.115,2.41,67.36,18
"울외장아찌, 염절임",채소류,67,5.1,0.3,13.1,0,12,0.8,3487,0,0,0.09,0.11,0,0,0
"원추리, 생것",채소류,35,3.55,0.36,6.48,2.2,22,3.51,1,0,1494,0,0.452,12.05,113.06,138.29
"원추리, 데친것",채소류,28,3.22,0.29,5.09,2.3,17,0.97,1,0,1035,0,0.275,14.83,94.44,107.83
"유채, 싹, 생것",채소류,78,3.4,4.6,6.8,6.4,36,1.2,5,0,419,0.63,0.3,10,0,0
"유채, 잎, 생것",채소류,31,3.65,0.31,5.38,3.2,196,1.35,13,0,2774,0.03,0.238,44.3,30.45,168.88
"유채, 잎, 데친것",채소류,27,4.27,0.37,3.67,3.4,150,0.99,8,0,2455,0.015,0.189,58.43,33.82,221.44
"유채, 동채, 생것",채소류,29,4.13,0.32,4.57,3.4,174,1.45,11,0,2840,0.024,0.274,61.38,33.39,177.58
"유채, 동채, 데친것",채소류,30,4.45,0.4,4.55,3.9,165,0.94,15,0,2857,0.01,0.224,65.6,37.02,232.89
"유채, 서양종, 잎줄기, 생것",채소류,35,4.1,0.4,6,3.7,97,0.9,12,0,2600,0.11,0.24,110,16,110
"유채, 서양종, 잎줄기, 데친것",채소류,31,3.6,0.4,5.3,4.1,95,0.7,10,0,2700,0.06,0.13,55,16,110
"잇꽃(홍화), 잎, 생것",채소류,45,3.9,0.4,9,0,244,1.4,5,0,340,0.24,0.26,62,0,0
"비비추(이밥추), 생것",채소류,48,3,0.6,10.1,0,121,5.4,3,0,979,0.24,0.16,13,0,0
"자운영, 생것",채소류,40,4.6,0.6,6.6,0,3,6.1,0,0,337,0.03,0.03,2,0,0
"잔대, 뿌리, 생것",채소류,79,2.1,0.2,18.6,7.3,50,3.4,8,0,0,0.2,0.14,2,0,0
"잔대, 순, 생것",채소류,55,3.4,0.9,9.9,6.1,82,1.1,1,0,19566,0.46,0.31,18,0,0
"적하수오잎, 잎, 생것",채소류,35,2.1,0.3,7.6,0,204,1.6,14,0,260,0.15,0.16,45,0,0
"전호, 생것",채소류,23,3.1,0.1,4.2,0,161,5.3,62,0,2957,0.13,0.17,73,0,0
"제비쑥, 생것",채소류,35,4.5,0.7,5,0,88,7.9,0,0,7095,0.15,0.12,48,0,0
"조뱅이, 생것",채소류,47,4,0.2,10.1,0,7,0.3,0,0,2365,0.05,0.46,5,0,0
"좀홍당무, 뿌리, 생것",채소류,18,0.5,0.1,4.1,1.4,24,0.2,19,0,0,0.02,0.01,12,6,18
"죽순, 순, 생것",채소류,24,3.48,0.22,3.77,2.8,14,0.39,0,0,14,0.043,0.165,8.03,101.98,44.15
"죽순, 순, 삶아서 말린것",채소류,314,28.31,4.69,57.62,44.8,259,3.84,11,0,125,0.073,2.7,0,1945.58,1239.18
"죽순, 순, 삶은것",채소류,19,2.29,0.28,3.12,2.3,18,0.28,0,0,50,0.007,0.083,0,119.98,72.49
"죽순, 순, 데친것",채소류,30,3.2,0.3,5.5,0,9,0.9,6,0,3,0.08,0.15,8,0,0
"죽순, 순, 통조림",채소류,16,1.3,0.3,2.8,0,17,0.2,2,0,0,0.02,0.01,0,0,0
"줄나물, 말린것",채소류,236,29.7,1.7,41.9,0,31,4.8,0,0,37,0.14,0.07,0,0,0
"진달래꽃, 생것",채소류,26,1,0.1,6.3,0,22,1.6,17,0,480,0.1,0.09,6,0,0
"질경이, 생것",채소류,48,3,0.2,10.8,0,119,1.5,16,0,2030,0.11,0.25,7,0,0
"질경이, 데친것",채소류,45,2.4,0.1,10.7,0,95,1.6,14,0,1665,0.15,0.09,2,0,0
"참나물, 야생, 생것",채소류,39,3.5,0.4,7.6,0,102,2,4,0,5778,0.09,0.32,15,0,0
"참나물, 야생, 말린것",채소류,309,5.9,3.5,74.3,0,54,2.2,0,0,67,0.09,0.09,4,0,0
"참나물, 재배, 생것",채소류,20,1.58,0.19,4.09,2.6,57,1.38,18,0,1626,0.003,0.096,3.81,60.8,53.32
"참나물, 재배, 말린것",채소류,308,8.5,3.8,71.6,0,36,3.6,0,0,551,0.12,0.15,4,0,0
"참나물, 재배, 데친것",채소류,22,1.39,0.23,4.54,2.7,68,0.55,16,0,1418,0,0.083,8.95,71.78,72.83
"참반디, 말린것",채소류,288,12.6,2.7,65.7,0,934,10.9,6,0,94,0.22,1.97,23,0,0
"참빗살나무, 잎, 생것",채소류,61,7.4,0.7,10.3,0,154,4.4,2,0,632,0.52,0.13,45,0,0
"참죽나물, 생것",채소류,46,6.26,0.36,7.78,0,89,1.95,1,0,1651,0.191,0.068,9.23,89.88,151.25
"참죽나물, 말린것",채소류,280,27.9,1,57,0,946,2.1,37,0,37,0.65,1.49,39,0,0
"참죽나물, 삶아서 말린것",채소류,269,34.44,3.13,44.54,34.2,613,9.11,11,0,11207,0.358,1.027,138.84,886.69,1327.82
"참죽나물, 삶아서 말린것, 삶은것",채소류,52,7.28,0.74,7.89,0,128,1.7,4,0,2131,0.17,0.182,0,201.88,323.54
"참죽나물, 데친것",채소류,44,6,0.51,6.89,0,83,1.04,2,0,1880,0.191,0.029,67.84,116.25,245.66
"청경채, 생것",채소류,10,1.41,0.09,1.64,1.2,87,0.38,17,0,753,0.068,0.043,18.51,5.93,42.08
"청경채, 데친것",채소류,11,1.6,0.13,1.81,1.3,82,0.37,15,0,839,0.048,0.044,18.51,9.15,71.33
"초석잠, 뿌리, 생것",채소류,76,2.3,0.56,17,2.7,14,0.89,1,0,0,0.063,0.057,5.2,62.2,20.55
"총각무, 생것",채소류,22,1.38,0.07,5.18,2.7,82,0.88,29,0,488,0.036,0.233,15.56,6.22,31.82
"총각무, 뿌리, 생것",채소류,30,1.16,0.05,6.99,2.8,32,0.48,27,0,0,0.035,0.047,16.89,5.06,16.19
"총각무, 잎, 생것",채소류,24,1.97,0.34,4.59,3,261,1.69,68,0,2877,0.126,0.146,26.28,20.46,178.45
"취나물, 개미취, 생것",채소류,53,4.2,0.3,11.3,0,83,2.4,38,0,1483,0.19,0.29,9,0,0
"취나물, 미역취, 생것",채소류,48,3.7,0.6,9.6,0,93,3,20,0,699,0.18,0.27,32,0,0
"취나물, 참취, 생것",채소류,51,2.61,0.38,11.66,4.8,134,5.99,5,0,2302,0.057,0.497,12.86,97.1,182.47
"취나물, 참취, 말린것",채소류,265,22.2,2.3,53.6,0,231,8.8,0,0,197,0.03,0.08,6,0,0
"취나물, 참취, 말린것, 삶은것",채소류,55,3,0.5,12.3,11.3,76,4.5,15,0,6650,0.54,0.03,0,0,0
"취나물, 참취, 삶아서 말린것",채소류,299,26.85,3.67,56.82,38.5,745,18.86,70,0,20815,0,0.847,0,953.12,1939.45
"취나물, 참취, 삶아서 말린것, 데친것",채소류,49,4.9,0.97,8.22,7.1,161,2.45,5,0,3163,0,0.109,0,234.07,533.16
"취나물, 참취, 데친것",채소류,49,2.77,0.5,10.54,4.5,124,2.66,8,0,2091,0.032,0.411,12,125.6,267.77
"치커리, 치콘, 생것",채소류,14,1.19,0.25,2.62,1.3,11,0,0,0,0,0.08,0.005,1.75,29.24,11.66
"치커리, 뿌리, 생것",채소류,72,1.4,0.2,17.51,1.5,41,0.8,50,0,0,0.04,0.03,5,0,0
"치커리, 잎, 생것",채소류,16,1.7,0.21,2.95,2,93,1.8,136,0,2153,0.015,0.102,2.11,39.31,107.27
"치커리, 적치커리, 잎, 생것",채소류,25,2.3,0.2,5,0,90,1.3,57,0,1065,0.17,0.23,48,0,0
"칠면초, 생것",채소류,27,2.7,0.3,5,0,51,3.1,673,0,3150,0.1,0.35,36,0,0
"케일, 생것",채소류,26,3.11,0.24,4.61,3.2,328,0.81,47,0,3145,0.51,0.178,0,29.29,108.67
"케일, 꽃케일, 생것",채소류,33,3.3,0.2,6.5,0,292,3.3,103,0,1212,0.23,0.27,105,0,0
"케일, 로얄채, 생것",채소류,49,2.7,0.3,11.1,0,152,3.9,11,0,4864,0.15,0.16,76,0,0
"케일, 쌈채소, 생것",채소류,27,3.5,0.4,4.1,4,378,1.9,83,0,4407,0.15,0.2,0,0,0
"케일, 적꽃케일, 생것",채소류,31,3.1,0.3,5.8,0,89,3.5,65,0,415,0.18,0.24,109,0,0
"케일, 하우스, 생것",채소류,22,2,0.3,4.2,4.4,268,1.3,50,0,1165,0.13,0.12,0,0,0
"콜라비, 생것",채소류,22,1.16,0.05,5.16,2.4,42,0.27,7,0,12,0.815,0.035,0,7.86,20.44
"콜라비, 데친것",채소류,21,1,0,5.2,2.3,27,0.2,7,0,15,0.03,0.05,37,0,0
"콩나물, 생것",채소류,36,4.64,1.36,3.8,1.6,48,0.67,1,0,6,0.114,0.085,1.8,666.65,115.06
"콩나물, 말린것",채소류,406,45.7,10.8,32.5,0,354,8.8,42,0,0,0.83,1.17,0,0,0
"콩나물, 가루 ",채소류,409,45.4,11.6,31.7,0,354,9.8,41,0,0,0.75,1.32,0,0,0
"콩나물, 삶은것",채소류,33,4.52,1.51,2.55,2,53,0.41,1,0,26,0.028,0.044,1.07,766.97,190.44
"콩나물, 녹색콩나물, 생것",채소류,27,4.2,0.9,2.7,0,10,0.6,5,0,9,0.09,0.16,17,0,0
"콩잎, 잎, 생것",채소류,94,6.6,0.3,21,0,33,1.6,0,0,37,0.12,0.16,16,0,0
"털머위, 잎, 생것",채소류,51,1.9,0.6,11.7,0,54,3,427,0,4863,0.03,0.13,8,0,0
"털머위, 줄기, 생것",채소류,62,0.5,0.1,16.9,0,56,1.2,260,0,174,0.03,0.06,7,0,0
"토란대, 줄기, 생것",채소류,16,0.28,0.05,4.25,1.3,65,0.35,1,0,122,0.033,0.032,4.12,20.4,6.39
"토란대, 줄기, 말린것",채소류,261,7.4,1.1,65.5,0,1050,8.1,11,0,27,0.1,0.21,0,0,0
"토란대, 줄기, 말린것, 삶은것",채소류,20,0.5,0.1,4.9,0,270,1.3,2,0,0,0,0,0,0,0
"토란대, 줄기, 데친것",채소류,20,0.4,0,5.3,0,91,0.1,1,0,60,0,0,0,0,0
"토마토, 생것",채소류,19,1.03,0.18,4.26,2.6,9,0.19,2,0,380,0.013,0.037,14.16,91.46,6.61
"토마토, 데친것",채소류,17,0.7,0.14,4.06,0.9,8,0.15,2,0,307,0.016,0.048,14.8,71.15,7.04
"토마토, 통조림",채소류,20,0.9,0.2,4.4,1.3,9,0.4,4,0,570,0.06,0.03,10,48,7
"토마토, 방울토마토, 생것",채소류,25,1,0.13,6.02,2.1,10,0.37,5,0,714,0.022,0.087,11.37,61.84,7.01
"토마토, 유기재배, 생것",채소류,17,0.9,0.1,3.9,0,5,0.6,15,0,0,0.05,0.02,10,0,0
"토마토, 흑토마토, 생것",채소류,21,0.68,0.04,5.22,0.9,11,0.26,2,0,651,0.009,0.038,0,8.94,2.35
"토마토, 흑토마토, 데친것",채소류,19,0.66,0.03,4.78,1.2,11,0.27,2,0,839,0.01,0.045,0,8.9,2.73
"토마토, 대저, 생것",채소류,23,0.76,0.04,5.87,1.9,7,0.21,6,0,540,0.002,0.021,16.37,15.46,6.23
"토마토, 대저, 데친것",채소류,26,0.94,0.06,6.5,1.7,8,0.28,7,0,572,0.006,0.021,17.54,26.34,7.82
"토마토, 과채 음료",채소류,41,0.4,0.02,10.92,1.3,4,0.11,27,0,90,0,0.015,11.32,10.39,0
토마토 페이스트,채소류,98,4.22,0.24,19.68,4.7,54,1.43,113,0,1124,0.016,0.328,11.2,149.79,0
"토마토, 퓨레, 통조림",채소류,41,1.9,0.1,9.9,1.8,19,0.8,19,0,630,0.09,0.07,10,24,3
"토스카노(잎브로콜리), 생것",채소류,40,4.7,0.6,6.7,0,254,0.4,189,0,2647,0.22,0.38,118,0,0
"퉁퉁마디(함초), 노지, 생것",채소류,19,1.4,0.15,3.97,4.5,34,0.54,1409,0,1634,0.015,0.133,8.01,35.25,63.42
"퉁퉁마디(함초), 하우스, 생것",채소류,19,1.34,0.15,4.13,3.3,58,0.36,1573,0,2127,0.027,0.097,6.4,32.38,66.05
퉁퉁마디환(함초환),채소류,262,9.28,6.14,52.6,0,325,39.83,7935,0,110,0,0.087,1.14,3848.48,194.36
"파, 생것",채소류,29,1.2,0.2,6.7,0,25,1,17,0,8,0.02,0.04,11,0,0
"파, 골파, 생것",채소류,29,1.5,0.2,6.5,0,83,0.4,4,0,12,0.14,0.11,0,0,0
"파, 실파, 생것",채소류,16,1.5,0.1,3.2,0,75,0.8,2,0,720,0.05,0.08,24,0,0
"파, 쪽파, 생것",채소류,21,1.73,0.14,4.24,1.1,72,2.65,0,0,879,0.03,0.147,13.69,45.28,42.8
"파, 대파, 생것",채소류,23,1.78,0.15,4.8,1.6,24,0.82,0,0,277,0.066,0.094,3.55,46.96,24.99
"파드득나물(삼엽채), 생것",채소류,25,1.8,0.1,5.5,0,81,4.2,15,0,1458,0.05,0.06,68,0,0
"파슬리, 생것",채소류,36,3.2,0.5,6.8,0,206,1.5,35,0,2941,0.17,0.24,139,0,0
"파프리카, 노란색, 데친것",채소류,25,0.79,0.13,6.21,1.2,7,0.34,1,0,156,0.018,0.054,97.21,53.18,28.19
"파프리카, 노란색, 생것",채소류,24,0.77,0.12,5.95,1.3,7,0.3,0,0,147,0.016,0.053,110.6,51.61,25.23
"파프리카, 빨간색, 데친것",채소류,28,0.92,0.13,6.91,1.7,8,0.32,1,0,311,0,0.156,109.89,50.21,32.91
"파프리카, 빨간색, 생것",채소류,26,0.91,0.13,6.42,1.6,6,0.37,0,0,338,0.014,0.148,91.75,52.1,29.31
"파프리카, 주황색, 데친것",채소류,27,1.06,0.12,6.45,1.6,8,0.63,0,0,327,0.017,0.1,101.15,42.98,32.53
