,Category,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"Spotted sea bass(Lateolabrax maculatus), Raw",Fish and shellfish and other seafood,127,18.5,5.2,0.4,0,69,0.7,0,0,0,0,0,0,0
"Skin carp(Hemibarbus labeo), Raw",Fish and shellfish and other seafood,104,17.3,3,0.8,0,29,1,0,14,0.16,0.08,2,0,0
"Black-throatperch(Doederleinia berycoides), Raw",Fish and shellfish and other seafood,143,22.3,5.3,0,0,29,0.3,0,24,0.12,0.1,1,0,0
"Round herring(Etrumeus teres), Raw",Fish and shellfish and other seafood,136,18.5,6.2,0.4,0,55,1.5,0,84,0.1,0.32,1,0,0
"Round herring(Etrumeus teres), Dried strip",Fish and shellfish and other seafood,342,58.6,5.4,11.1,0,108,29.4,0,0,0,0,0,0,0
"Seven-band grouper(Epinephelus septemfasciatus), Raw",Fish and shellfish and other seafood,93,18.8,1.3,0.3,0,29,1,0,6,0.18,0.22,1,0,0
"Sawedged perch(Niphon spinosus), Raw",Fish and shellfish and other seafood,100,19.3,1.9,0.1,0,68,1.4,102,17,0.08,0.25,1,0,0
"Bluefin tuna(Thunnus thynnus), Raw",Fish and shellfish and other seafood,175,23.99,8.09,0,0,27,1.98,62,0,0,0.1,0,131.5,53.1
"Bluefin tuna(Thunnus thynnus), Frozen",Fish and shellfish and other seafood,114,24.5,1,0.1,0,8,1.5,40,5,0.07,0.1,1,0,0
"Bluefin tuna(Thunnus thynnus), Roasted",Fish and shellfish and other seafood,184,29.91,6.28,0,0,10,1.31,50,757,0.278,0.306,0,0,0
"Bluefin tuna(Thunnus thynnus), Canned in oil",Fish and shellfish and other seafood,191,22.31,10.6,0,0,8,0.9,157,4,0.013,0.071,0.34,1994.3,906.65
"Bluefin tuna(Thunnus thynnus), Lean meat, Raw",Fish and shellfish and other seafood,125,26.4,1.4,0.1,0,5,1.1,49,83,0.1,0.05,2,8,3
"Bluefin tuna(Thunnus thynnus), Fat meat, Raw",Fish and shellfish and other seafood,344,20.1,27.5,0.1,0,7,1.6,71,270,0.04,0.07,4,340,210
"Yellowfin tuna(Thunnus albacares), Raw",Fish and shellfish and other seafood,115,23.9,1.3,0.2,0,19,1.6,0,9,0.09,0.14,2,0,0
"Bluefin tuna(Thunnus thynnus), Salad",Fish and shellfish and other seafood,187,16.04,9.26,9.41,0,17,1,402,22,0.031,0.07,2.2,0,0
"Rad-wing searobin(Lepidotrigla microptera), Raw",Fish and shellfish and other seafood,121,19.7,4,0.1,0,46,0.4,0,6,0.1,0.12,1,0,0
"John dory(Zeus faber), Raw",Fish and shellfish and other seafood,97,19.1,1.4,0.7,0,14,0.6,0,6,0.1,0.09,1,0,0
"Pacific cod(Gadus macrocephalus), Raw",Fish and shellfish and other seafood,87,19.5,0.3,0.3,0,35,0.4,0,23,0.12,0.16,1,0,0
"Pacific cod(Gadus macrocephalus), Dried",Fish and shellfish and other seafood,258,56,2,0.3,0,26,2.6,500,0,0.1,0.15,0,0,0
"Pacific cod(Gadus macrocephalus), Frozen",Fish and shellfish and other seafood,82,18,0.5,0.1,0,23,0.2,162,6,0.06,0.05,0,0,0
"Pacific cod(Gadus macrocephalus), Roasted",Fish and shellfish and other seafood,109,25.2,0.2,0.2,0,48,0.4,140,9,0.09,0.12,0,1,1
"Pacific cod(Gadus macrocephalus), Salted, Semi-dried",Fish and shellfish and other seafood,202,45.1,1.1,0,0,269,1.8,2792,0,0.11,0.16,0,0,0
"Pacific cod(Gadus macrocephalus), Salted",Fish and shellfish and other seafood,92,20,0.7,0.1,0,21,0.4,0,0,0.1,0.08,0,0,0
"Pacific cod(Gadus macrocephalus), Male, Raw",Fish and shellfish and other seafood,82,18.2,0.43,0,0,33,1.17,97,0,0.12,0.04,0,4.8,1.4
"Pacific cod(Gadus macrocephalus), Female, Raw",Fish and shellfish and other seafood,69,15.42,0.32,0,0,29,0.72,112,0,0.12,0.06,0,5.2,1.2
"Pacific cod(Gadus macrocephalus), Dried strip",Fish and shellfish and other seafood,313,65.4,3,1.8,0,184,2.6,967,0,0.26,0.32,0,0,0
Safforn cod,Fish and shellfish and other seafood,95,12.6,4.3,0.7,0,134,4,0,15,0.38,0.1,0,0,0
"Sablefish(Anoplopoma fimbria), Raw",Fish and shellfish and other seafood,127,13.1,7.9,0,0,105,2.2,128,0,0,0,0,0,0
"Pacific cod(Gadus macrocephalus) edible offal, Viscera, Raw",Fish and shellfish and other seafood,85,15,2.3,0.1,0,26,7.3,194,26,0.22,0.11,1,0,0
"Pacific cod(Gadus macrocephalus) edible offal, Roe, Raw",Fish and shellfish and other seafood,115,23.4,1.6,0.2,0,10,1,0,126,0.66,0.59,0,0,0
"Pacific cod(Gadus macrocephalus), Fried, Frozen",Fish and shellfish and other seafood,109,13.7,0.8,11.1,0,5,0.6,221,0,0.15,0.28,1,0,0
"Pacific cod(Gadus macrocephalus), Salt-fermented",Fish and shellfish and other seafood,66,14.7,0.4,0,0,15,4.9,2562,0,0,0,0,0,0
"Pacific cod(Gadus macrocephalus), Salt-fermented branchia",Fish and shellfish and other seafood,76,14.4,1.3,0.6,0,28,0.8,7439,9,0.06,0.05,1,0,0
"Black edged sculpin(Gymnocanthus herzensteini), Raw",Fish and shellfish and other seafood,93,19.5,0.9,0.5,0,92,2.5,0,0,0,0,0,0,0
"Big-head carp(Aristichthys nobilis), Raw",Fish and shellfish and other seafood,96,17.5,2.1,0.5,0,47,1.2,0,11,0.18,0.14,1,0,0
"Fine-spotted flounder(Pleuronichthys cornutus), Raw",Fish and shellfish and other seafood,79,17.6,0.2,0.5,0,22,1.1,0,21,0.17,0.14,1,0,0
"Deep sea bass, Banded grouper, Yellow grouper(Epinephelus awoara), Raw",Fish and shellfish and other seafood,96,19.4,1.2,0.5,0,66,0.9,0,0,0,0,0,0,0
"Sandfish(Arctoscopus japonicus), Raw",Fish and shellfish and other seafood,112,16,4.6,0.5,0,18,0.4,0,24,0.04,0.12,0,0,0
"Sandfish(Arctoscopus japonicus), Salted and dried",Fish and shellfish and other seafood,280,44.8,9.8,0.2,0,25,20,1200,0,0.04,0.08,0,0,0
"Pacific spiny lumpsucker(Eumicrotremus orbis), Raw",Fish and shellfish and other seafood,61,7.2,3,0.9,0,101,1.2,0,0,0.04,0.1,0,0,0
"Rabbit fish(Siganus fuscescens), Raw",Fish and shellfish and other seafood,98,20.3,1.2,0,0,34,1.2,0,6,0.05,0.1,0,0,0
"Princess small porgy(Chelidoperca hirundinacea), Raw",Fish and shellfish and other seafood,91,20.1,0.6,0,0,46,1.5,0,6,0.06,0.15,0,0,0
"Black sea bream(Acanthopagrus schlegelii), Raw",Fish and shellfish and other seafood,101,18.8,2.3,0.1,0,24,1.2,0,18,0.11,0.18,1,0,0
"Spotted parrot fish(Oplegnathus punctatus), Raw",Fish and shellfish and other seafood,93,18.9,1.4,0,0,35,0.7,0,17,0.15,0.18,1,0,0
"Japanese scavenger(Lethrinus haematopterus), Raw",Fish and shellfish and other seafood,90,20.4,0.3,0,0,52,1,0,6,0.13,0.15,1,0,0
"Broad alfonsino(Beryx decadactylus), Raw",Fish and shellfish and other seafood,121,18.5,4.5,0.3,0,13,2,0,15,0.15,0.2,0,0,0
"Beard grunt(Hapalogenys nigripinnis), Raw",Fish and shellfish and other seafood,102,19,2.3,0.1,0,37,1.3,0,18,0.12,0.1,1,0,0
"Big-eye soldierfish(Ostichthys japonicus), Raw",Fish and shellfish and other seafood,130,21.3,4.3,0,0,40,1.2,0,14,0.2,0.21,1,0,0
"Banjo fish(Banjos banjos), Raw",Fish and shellfish and other seafood,98,20.8,0.9,0.2,0,51,1.4,0,11,0.2,0.26,1,0,0
"Rock bream(Oplegnathus fasciatus), Raw",Fish and shellfish and other seafood,87,17.8,1,0.4,0,57,0.6,0,12,0.19,0.2,1,0,0
"Triple tail(Lobotes surinamensis), Raw",Fish and shellfish and other seafood,102,21,1.2,0.4,0,56,1.1,0,12,0.09,0.18,0,0,0
"Stripey(Microcanthus strigatus), Raw",Fish and shellfish and other seafood,95,19.5,1.1,0.4,0,55,0.9,0,12,0.1,0.15,1,0,0
"Largescale blackfish(Girella punctata), Raw",Fish and shellfish and other seafood,99,20.2,1.4,0,0,42,1.1,0,6,0.07,0.18,1,0,0
"Longfinned bullseye(Cookeolus japonicus), Raw",Fish and shellfish and other seafood,97,18,2.2,0,0,49,1.1,0,12,0.18,0.15,1,0,0
"Pacific rudderfish(Psenopsis anomala), Raw",Fish and shellfish and other seafood,120,16.3,5.5,0.2,0,15,0.6,0,42,0.13,0.12,1,0,0
"Golden-threadfin bream(Nemipterus virgatus), Raw",Fish and shellfish and other seafood,107,19.8,2.5,0.1,0,44,0.7,0,20,0.12,0.18,1,0,0
"Taiwan tai(Argyrops bleekeri), Raw",Fish and shellfish and other seafood,100,17.8,2.7,0,0,81,9.1,0,0,0,0,0,0,0
"Threeband sweetlips(Plectorhinchus cinctus), Raw",Fish and shellfish and other seafood,94,19.5,1.2,0,0,64,0.7,0,11,0.16,0.13,1,0,0
"Red tilefish(Branchiostegus japonicus), Raw",Fish and shellfish and other seafood,83,18.1,0.2,0.9,0,40,0.6,0,33,0.15,0.2,1,0,0
"Red tilefish(Branchiostegus japonicus), Semi-dried",Fish and shellfish and other seafood,104,19.5,2.3,0,0,29,1,0,12,0.03,0.05,0,0,0
"Red tilefish(Branchiostegus japonicus), Boiled",Fish and shellfish and other seafood,125,20.7,4,0,0,34,0.4,91,11,0.04,0.06,1,19,8
"Red tilefish(Branchiostegus japonicus), Roasted",Fish and shellfish and other seafood,119,22.5,2.6,0,0,54,0.5,110,26,0.04,0.06,0,14,5
"Striped boarfish(Evistias acutirostris), Raw",Fish and shellfish and other seafood,103,18.6,2.6,0,0,35,1.2,0,21,0.14,0.21,0,0,0
"Pearl-spot chromis(Chromis notata), Raw",Fish and shellfish and other seafood,88,19.5,0.4,0.4,0,56,0.7,0,21,0.13,0.15,1,0,0
"Red seabream(Pagrus major), Raw",Fish and shellfish and other seafood,83,18.4,0.1,0.8,0,33,0.5,0,9,0.26,0.15,1,0,0
"Red seabream(Pagrus major), Boiled",Fish and shellfish and other seafood,206,22.2,11.9,0.1,0,20,0.2,50,10,0.16,0.07,2,320,65
"Red seabream(Pagrus major), Roasted",Fish and shellfish and other seafood,210,22.7,12,0.1,0,24,0.2,55,17,0.14,0.09,3,400,74
"Scarbreast tuskfish(Choerodon azurio), Raw",Fish and shellfish and other seafood,91,20.3,0.5,0,0,68,0.7,0,6,0.15,0.12,1,0,0
"Cold porgy(Semicossyphus reticulatus), Raw",Fish and shellfish and other seafood,96,18.5,1.7,0.4,0,18,0.3,0,14,0.12,0.09,1,0,0
"Yellowback seabream(Dentex tumifrons), Raw",Fish and shellfish and other seafood,103,20.2,1.7,0.3,0,51,0.5,0,27,0.18,0.21,0,0,0
"Sailfin armourhead(Histiopterus typus), Raw",Fish and shellfish and other seafood,97,19.3,1.6,0,0,38,1.2,0,8,0.1,0.13,1,0,0
"Red seabream(Pagrus major), Skin, Raw",Fish and shellfish and other seafood,184,16.6,12.5,0,0,11,7,0,0,0,0,0,0,0
"Korean dark sleeper(Odontobutis platycephala), Raw",Fish and shellfish and other seafood,81,16.9,1,0,0,20,1,0,5,0.06,0.07,1,0,0
"Korean bullhead(Pseudobagrus fulvidraco), Raw",Fish and shellfish and other seafood,146,15.4,8.8,0.2,0,32,0.4,119,55,0.11,0.06,2,0,0
"Yellow fin sculpin(Cottus poecilopterus), Raw",Fish and shellfish and other seafood,103,15,4.2,0.2,0,520,2.8,260,180,0.07,0.38,1,0,0
"Yellow fin sculpin(Cottus poecilopterus), Boiled",Fish and shellfish and other seafood,122,15.8,5.8,0.2,0,630,2.6,90,290,0.06,0.3,0,190,130
"Yellow fin sculpin(Cottus poecilopterus), Jorim(Simmered in soy sauce and sugar)",Fish and shellfish and other seafood,302,29.4,5.5,33.8,0,880,5.8,1700,370,0.07,0.48,0,140,120
"Swamp eel(Monopterus albus), Raw",Fish and shellfish and other seafood,92,17.9,1.7,0,0,72,1.4,0,240,0.38,0.29,1,0,0
"Blotched eelpout(Zoarces gillii), Raw",Fish and shellfish and other seafood,80,18.5,0.1,0,0,24,0.4,0,11,0.06,0.13,1,0,0
"Common Dolphinfish(Coryphaena hippurus), Raw",Fish and shellfish and other seafood,108,21.3,1.9,0,0,13,0.7,50,8,0.2,0.15,1,16,8
"Javelin goby(Acanthogobius hasta), Raw",Fish and shellfish and other seafood,78,16.4,0.7,0.3,0,12,0.9,0,9,0.06,0.04,1,0,0
"Lizard fish(Saurida undosquamis), Raw",Fish and shellfish and other seafood,94,20.8,0.5,0.1,0,52,0.4,0,5,0.05,0.12,1,0,0
"Cat fish(Silurus asotus), Raw",Fish and shellfish and other seafood,113,15.1,5.3,0.1,0,26,0.8,46,48,0.2,0.07,1,0,0
"Cubed snailfish(Liparis tessellatus), Raw",Fish and shellfish and other seafood,79,16.4,0.9,0.1,0,36,1,0,0,0.08,0.08,0,0,0
"Armored weasel-fish(Hoplobrotula armata), Raw",Fish and shellfish and other seafood,84,18.2,0.7,0,0,38,1,0,3,0.14,0.11,1,0,0
"Anchovy(Engraulis japonicus), Raw",Fish and shellfish and other seafood,125,17.7,5.4,0.3,0,496,3.6,0,38,0.04,0.26,1,0,0
"Anchovy(Engraulis japonicus), Canned in oil",Fish and shellfish and other seafood,173,9.7,14.6,0,0,0,0,0,0,0,0,0,0,0
"Anchovy(Engraulis japonicus), Large, Boiled and dried",Fish and shellfish and other seafood,302,59.31,5.45,0,0,2088,12.26,2180,0,0.12,0.11,0,45.92,19.94
"Anchovy(Engraulis japonicus), Medium, Boiled and dried",Fish and shellfish and other seafood,246,49.69,3.3,1.07,0,2486,12,2377,0.25,0.138,0.153,0,19.69,4.74
"Anchovy(Engraulis japonicus), Small, Boiled and dried",Fish and shellfish and other seafood,226,42.94,4.59,0.32,0,620,0.91,2646,0,0.022,0.096,0,44.36,46.72
"Stir-fried anchovy and pepper, Cooked",Fish and shellfish and other seafood,266,23.3,11.2,17,2.2,561,35.5,1378,37,0.18,0.27,0,0,0
"Stir-fried small anchovy, Cooked",Fish and shellfish and other seafood,347,31,12.6,26.2,0.7,628,36.1,1896,65.58333333,0.08,0.21,0,0,0
"Anchovy(Engraulis japonicus), Broth",Fish and shellfish and other seafood,0,0.1,0,0,0,3,0.1,19,0,0.01,0,0,0,0
"Anchovy(Engraulis japonicus), Salt-fermented",Fish and shellfish and other seafood,164,14.1,11.2,0.6,0,592,5.5,11826,60,0.02,0.23,0,0,0
"Anchovy(Engraulis japonicus), Fish sauce, Salt-fermented",Fish and shellfish and other seafood,29,6.5,0,0.3,0,29,1.2,5710,0,0.02,0.03,0,0,0
"Alaska pollock(Theragra chalcogramma), Raw",Fish and shellfish and other seafood,81,17.5,0.7,0,0,109,1.5,132,17,0.04,0.13,0,0,0
"Alaska pollock(Theragra chalcogramma), Roasted",Fish and shellfish and other seafood,111,23.48,1.18,0,0,72,0.56,419,17,0.054,0.223,0,0,0
"Alaska pollock(Theragra chalcogramma), Dried",Fish and shellfish and other seafood,291,61.7,3.1,0,0,243,2.7,496,0,0.15,0.22,0,0,0
"Alaska pollock(Theragra chalcogramma), Young, Dried",Fish and shellfish and other seafood,357,76.1,3.2,0.9,0,432,3.5,625,0,0.19,0.32,0,0,0
"Alaska pollock(Theragra chalcogramma), Frozen and dried",Fish and shellfish and other seafood,377,80.3,3.8,0,0,415,2.9,499,0,0.09,0.29,0,0,0
"Alaska pollock(Theragra chalcogramma), Frozen and dried, Strips",Fish and shellfish and other seafood,352,79,0.4,2.8,0,354,2.2,438,0,0.5,0.52,0,0,0
"Alaska pollock(Theragra chalcogramma), Semi-dried",Fish and shellfish and other seafood,108,21.7,1.7,0.1,0,41,0.4,208,0,0.16,0.17,0,0,0
"Alaska pollock(Theragra chalcogramma), Semi-dried, Grilled",Fish and shellfish and other seafood,112,25.2,0.5,0,0,53,2.8,132,0,0.04,0.09,0,0,0
"Alaska pollock(Theragra chalcogramma), Frozen",Fish and shellfish and other seafood,73,15.9,0.5,0.1,0,48,0.2,210,9,0.1,0.07,0,0,0
"Alaska pollock(Theragra chalcogramma), Seasoned and dried",Fish and shellfish and other seafood,314,43.9,1.5,29.2,0,392,5.9,0,0,0.03,0.08,0,0,0
"Alaska pollock(Theragra chalcogramma), Dried, Strips",Fish and shellfish and other seafood,375,82.7,2.4,0,0,300,4.9,482,0,0.12,0.25,0,0,0
"Alaska pollock(Theragra chalcogramma) Roe, Raw",Fish and shellfish and other seafood,125,20.5,3,2.7,0,28,1.2,0,66,0.48,0.52,0,0,0
"Alaska pollock(Theragra chalcogramma) Roe, Salt-fermented",Fish and shellfish and other seafood,125,20.5,3,2.7,0,28,1.2,3531,66,0.48,0.52,0,0,0
"Alaska pollock(Theragra chalcogramma) Intestine, Salt-fermented, Seasoned",Fish and shellfish and other seafood,116,12.9,3.2,8.2,0,99,1.4,0,6,0.13,0.2,0,0,0
"Goby minnow(Pseudogobio esocinus), Raw",Fish and shellfish and other seafood,77,15.7,1.1,0,0,73,1.2,0,6,0.11,0.06,1,0,0
"Frigate mackerel(Auxis rochei rochei), Raw",Fish and shellfish and other seafood,158,24.1,5.9,0.5,0,6,1.7,0,8,0.18,0.2,0,0,0
"Yellowfin goby(Acanthogobius flavimanus), Raw",Fish and shellfish and other seafood,91,18.7,1.1,0.3,0,14,4,150,15,0.1,0.05,0,0,0
"Yellowfin goby(Acanthogobius flavimanus), Boiled in soy sauce",Fish and shellfish and other seafood,252,28.3,2.1,29,0,161,14,0,2,0.1,0.11,0,0,0
"Frigate tuna(Auxis thazard), Raw",Fish and shellfish and other seafood,166,23.4,7.3,0.1,0,35,1.9,0,15,0.2,0.19,0,0,0
"Pond loach(Misgurnus anguillicaudatus), Raw",Fish and shellfish and other seafood,95,16.2,2.8,0.2,0,736,8,85,189,0.1,0.65,2,0,0
"Pond loach(Misgurnus anguillicaudatus), Boiled",Fish and shellfish and other seafood,83,17.1,1.2,0,0,1200,6.4,100,14.91666667,0.08,1,0,28,9
"Mirror dory(Zenopsis nebulosa), Raw",Fish and shellfish and other seafood,96,20.3,1,0.1,0,10,0.8,0,8,0.12,0.22,1,0,0
"Brown croaker(Miichthys miiuy), Raw",Fish and shellfish and other seafood,86,18,0.8,0.5,0,22,0.3,0,9,0.05,0.29,1,0,0
"Brown croaker(Miichthys miiuy), Roasted",Fish and shellfish and other seafood,106,23.4,0.8,0,0,51,0.6,140,7,0.05,0.25,0,4,1
"Brown croaker(Miichthys miiuy), Fried, Batter dipped",Fish and shellfish and other seafood,221,18.2,12.67,7.54,0.4,32,0.86,348,23,0.09,0.13,0,0,0
"Brown croaker(Miichthys miiuy), Seasoned and dried",Fish and shellfish and other seafood,320,39.8,1.5,35.2,0,591,4.3,0,0,0.04,0.2,0,0,0
"Brown croaker(Miichthys miiuy) edible offal, Roe, Salted",Fish and shellfish and other seafood,293,35.1,15.9,0,0,69,2.7,711,0,0.58,0.56,0,0,0
"Belenger's jewfish(Johnius grypotus), Raw",Fish and shellfish and other seafood,87,15.2,2.5,0,0,8,2.6,0,0,0.03,0.16,0,0,0
"Tongue sole(Cynoglosus semilaevis), Raw",Fish and shellfish and other seafood,91,19.2,0.7,0.6,0,15,0.3,0,0,0,0,0,0,0
"Tongue sole(Cynoglossus semilaevis), Dried",Fish and shellfish and other seafood,133,25.6,2.2,0.9,0,60,0.5,837,0,0.41,0.17,0,0,0
"Tongue sole(Cynoglossus semilaevis), Semi-dried",Fish and shellfish and other seafood,104,21.4,1.4,0.1,0,103,0.3,1394,5,0.15,0.05,0,0,0
"Yellowtail(Seriola quinqueradiata), Raw",Fish and shellfish and other seafood,87,18.4,0.8,0.4,0,16,0.7,32,14,0.15,0.16,1,0,0
"Yellowtail(Seriola quinqueradiata), Roasted",Fish and shellfish and other seafood,304,26.2,20.4,0.3,0,6,2.3,40,42,0.24,0.39,2,210,110
"Yellowtail(Seriola quinqueradiata), Somked, Canned in oil",Fish and shellfish and other seafood,320,27.2,22.4,0.5,0,34,1.4,0,0,0.05,0.09,0,0,0
"Yellowtail(Seriola quinqueradiata), Farm-raised, Young, Raw",Fish and shellfish and other seafood,251,20.7,17.2,0.3,0,19,1,38,32,0.16,0.21,2,880,120
"Yellowtail(Seriola quinqueradiata), Wild-caught, Young, Raw",Fish and shellfish and other seafood,163,21,8,0.3,0,7,2,37,12,0.14,0.1,0,0,0
"Silver Carp(Hypophthalmichthys molitrix), Raw",Fish and shellfish and other seafood,90,19,0.8,0.3,0,81,1.2,0,0,0,0,0,0,0
"Big-eyed herring(Sardinella zunasi), Raw",Fish and shellfish and other seafood,219,16.3,16.5,0.2,0,175,1.9,0,36,0.07,0.24,1,0,0
"Big-eyed herring(Sardinella zunasi), Boiled and dried",Fish and shellfish and other seafood,301,48.2,10.3,0.5,0,1578,12.5,0,0,0,0,0,0,0
"Big-eyed herring(Sardinella zunasi), Salt-fermented",Fish and shellfish and other seafood,114,16.4,4.9,0,0,891,7.3,0,0,0.1,0.14,0,0,0
"Icefish(Salangichthys microdon), Raw",Fish and shellfish and other seafood,68,13.3,1.1,0.3,0,135,0.7,170,45,0.06,0.11,3,0,0
"Icefish(Salangichthys microdon), Dried",Fish and shellfish and other seafood,311,56.1,7.9,0,0,615,20,0,0,0,0,0,0,0
"Icefish(Salangichthys microdon), Dried strip",Fish and shellfish and other seafood,362,60.4,11,1.2,0,982,3,680,0,0.18,0.1,0,0,0
"Tidepool gunnel(Pholis nebulosa), Raw",Fish and shellfish and other seafood,106,20.7,1.9,0,0,38,1.1,0,20,0.22,0.07,1,0,0
"Ribbed gunnel(Dictyosoma burgeri), Raw",Fish and shellfish and other seafood,107,22,1.2,0.7,0,40,1.2,0,11,0.08,0.12,1,0,0
"Eel-blenny(Lumpenus sagitta), Raw",Fish and shellfish and other seafood,134,19.3,5.4,0.7,0,26,0.9,0,0,0,0,0,0,0
"Elegant sculpin(Bero elegans), Raw",Fish and shellfish and other seafood,87,19.5,0.4,0,0,81,0.9,0,0,0.05,0.13,0,0,0
"Large mouth bass(Micropterus salmoides), Raw",Fish and shellfish and other seafood,82,18.2,0.4,0.1,0,88,4.5,0,0,0,0,0,0,0
"Grunt(Parapristipoma trilineatum), Raw",Fish and shellfish and other seafood,122,17,5.3,0.3,0,57,1.2,160,36,0.1,0.22,0,0,0
"Yellowtail red bass(Callanthias japonicus), Raw",Fish and shellfish and other seafood,94,17.3,2.1,0.2,0,27,0.7,0,17,0.23,0.11,1,0,0
"Silver pomfret(Pampus argenteus), Raw",Fish and shellfish and other seafood,128,16.4,6.3,0.3,0,22,0.4,158,63,0.32,0.09,1,0,0
"White croaker(Pennahia argentata), Raw",Fish and shellfish and other seafood,119,19.3,3.9,0.3,0,15,0.4,0,8,0.11,0.13,1,0,0
"Sand smelt(Sillago sihama), Raw",Fish and shellfish and other seafood,93,19.5,1.1,0,0,65,2.3,140,8,0.02,0.15,0,0,0
"Sand smelt(Sillago sihama), Frozen",Fish and shellfish and other seafood,98,19.6,1.5,0.3,0,14,0,161,1,0.03,0.15,0,0,0
"Purple puffer(Takifugu porphyreus), Raw",Fish and shellfish and other seafood,95,21.5,0.3,0.1,0,21,0.3,0,0,0.06,0.13,0,0,0
"Purple puffer(Takifugu porphyreus), Seasoned and dried",Fish and shellfish and other seafood,293,47.7,2.3,17.6,0,259,10.4,0,0,0,0,0,0,0
"Vermiculated puffer(Takifugu snyderi), Raw",Fish and shellfish and other seafood,92,20.7,0.3,0.2,0,8,2,0,0,0,0,0,0,0
"Yellowfin puffer(Takifugu xanthopterus), Raw",Fish and shellfish and other seafood,86,19.3,0.2,0.5,0,10,4.4,0,3,0.08,0.15,1,0,0
"Spotty-back puffer(Takifugu stictonotus), Raw",Fish and shellfish and other seafood,86,19.3,0.3,0.1,0,4,3.1,0,0,0.07,0.2,0,0,0
"Vermiculated puffer(Takifugu vermicularis), Raw",Fish and shellfish and other seafood,89,19.8,0.3,0.4,0,7,0.4,0,0,0.06,0.12,0,0,0
"Chestunt puffer(Lagocephalus lunaris), Raw",Fish and shellfish and other seafood,81,17.3,0.7,0.1,0,26,1,0,0,0.06,0.09,1,0,0
"Tiger puffer(Takifugu rubripes), Raw",Fish and shellfish and other seafood,84,18.8,0.2,0.4,0,10,0.3,0,0,0.08,0.1,0,0,0
"Panther puffer(Takifugu pardalis), Raw",Fish and shellfish and other seafood,84,18.9,0.1,0.5,0,11,2.5,0,0,0,0,0,0,0
"Fine-patterned puffer(Takifugu poecilonotus), Raw",Fish and shellfish and other seafood,72,15.9,0.5,0,0,40,1,0,0,0.04,0.12,0,0,0
"Black rock fish(Sebastes inermis), Raw",Fish and shellfish and other seafood,94,19.3,1,0.6,0,42,0.6,0,9,0.05,0.13,1,0,0
"Black rock fish(Sebastes inermis), Roasted",Fish and shellfish and other seafood,109,22.23,1.62,0,0,17,0.36,89,5,0.027,0.226,0,0,0
"Spotbelly rockfish(Sebastes pachycephalus), Raw",Fish and shellfish and other seafood,88,19.1,0.7,0.1,0,57,0.8,0,0,0,0,0,0,0
"Fox jacopever(Sebastes vulpes), Raw",Fish and shellfish and other seafood,148,22.4,5.8,0,0,33,1,0,20,0.07,0.17,1,0,0
"Gold eye rockfish(Sebastes thompsoni), Raw",Fish and shellfish and other seafood,124,18.6,4.6,0.7,0,60,1.5,0,17,0.12,0.29,1,0,0
"Amorclad rockfish(Sebastes hubbsi), Raw",Fish and shellfish and other seafood,88,18.3,1.1,0.1,0,28,0.9,0,11,0.09,0.15,1,0,0
"Korean rockfish(Sebastes schlegeli), Raw",Fish and shellfish and other seafood,99,18.41,2.26,0,0,44,0.44,47,0,0.1,0.24,0,275.8,44.4
"White-edged rockfish(Sebastes taczanowskii), Raw",Fish and shellfish and other seafood,86,19.7,0.1,0.3,0,18,1.7,0,0,0,0,0,0,0
"Oblong rockfish(Sebastes oblongus), Raw",Fish and shellfish and other seafood,103,21.3,1.3,0,0,28,0.7,0,9,0.08,0.1,1,0,0
"Large yellow croaker(Larimichthys crocea), Raw",Fish and shellfish and other seafood,104,17.2,3.4,0,0,71,1.2,0,6,0.04,0.18,1,0,0
"Amberjack(Seriola lalandei), Raw",Fish and shellfish and other seafood,109,22.3,1.5,0.1,0,16,1.3,0,9,0.14,0.25,1,0,0
"Red bat fish(Halieutaea stellata), Raw",Fish and shellfish and other seafood,72,15.8,0.5,0,0,23,1,0,0,0.03,0.09,0,0,0
"Red-spotted grouper(Epinephelus akaara), Raw",Fish and shellfish and other seafood,100,21,1.1,0.1,0,18,1.3,0,8,0.07,0.1,1,0,0
"Crucian carp(Carassius auratus), Raw",Fish and shellfish and other seafood,94,18.1,1.8,0.1,0,56,2.4,30,7,0.31,0.15,1,0,0
"Crucian carp(Carassius auratus), Boiled",Fish and shellfish and other seafood,217,15.7,4.4,28.6,0,315,59.5,51,0,0,0,0,0,0
"Crucian carp(Carassius auratus), Roasted",Fish and shellfish and other seafood,172,18,4.4,14.4,0,1903,4.2,78,0,0,0,0,0,0
"Top mouth gudgeon(Pseudorasbora parva), Raw",Fish and shellfish and other seafood,116,16.4,5.1,0.1,0,983,2.5,0,32,0.09,0.14,2,0,0
"Bluegill(Lepomis macrochirus), Raw",Fish and shellfish and other seafood,84,17.8,0.8,0.2,0,36,1.4,0,5,0.16,0.1,1,0,0
"Pond smelt(Hypomesus olidus), Raw",Fish and shellfish and other seafood,86,18.4,0.8,0,0,78,0.9,0,12,0.1,0.29,1,0,0
